output_file,class,patch_id,dates,input_files
1014_class6.npy,6,1014,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1014_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1014_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1014_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1014_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1014_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1014_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1014_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1014_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1014_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1014_class6.tif']"
1015_class6.npy,6,1015,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1015_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1015_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1015_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1015_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1015_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1015_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1015_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1015_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1015_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1015_class6.tif']"
1016_class6.npy,6,1016,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1016_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1016_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1016_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1016_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1016_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1016_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1016_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1016_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1016_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1016_class6.tif']"
1019_class6.npy,6,1019,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1019_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1019_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1019_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1019_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1019_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1019_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1019_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1019_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1019_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1019_class6.tif']"
1020_class6.npy,6,1020,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1020_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1020_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1020_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1020_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1020_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1020_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1020_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1020_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1020_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1020_class6.tif']"
1021_class6.npy,6,1021,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1021_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1021_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1021_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1021_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1021_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1021_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1021_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1021_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1021_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1021_class6.tif']"
1022_class6.npy,6,1022,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1022_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1022_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1022_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1022_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1022_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1022_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1022_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1022_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1022_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1022_class6.tif']"
1023_class6.npy,6,1023,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1023_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1023_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1023_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1023_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1023_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1023_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1023_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1023_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1023_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1023_class6.tif']"
1024_class6.npy,6,1024,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1024_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1024_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1024_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1024_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1024_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1024_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1024_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1024_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1024_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1024_class6.tif']"
1025_class6.npy,6,1025,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1025_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1025_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1025_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1025_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1025_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1025_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1025_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1025_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1025_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1025_class6.tif']"
1027_class6.npy,6,1027,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1027_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1027_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1027_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1027_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1027_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1027_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1027_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1027_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1027_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1027_class6.tif']"
1028_class6.npy,6,1028,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1028_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1028_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1028_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1028_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1028_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1028_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1028_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1028_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1028_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1028_class6.tif']"
1029_class6.npy,6,1029,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1029_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1029_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1029_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1029_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1029_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1029_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1029_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1029_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1029_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1029_class6.tif']"
1030_class6.npy,6,1030,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1030_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1030_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1030_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1030_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1030_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1030_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1030_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1030_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1030_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1030_class6.tif']"
1031_class6.npy,6,1031,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1031_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1031_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1031_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1031_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1031_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1031_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1031_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1031_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1031_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1031_class6.tif']"
1032_class6.npy,6,1032,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1032_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1032_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1032_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1032_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1032_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1032_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1032_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1032_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1032_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1032_class6.tif']"
1033_class6.npy,6,1033,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1033_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1033_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1033_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1033_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1033_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1033_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1033_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1033_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1033_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1033_class6.tif']"
1036_class4.npy,4,1036,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1036_class4.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1036_class4.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1036_class4.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1036_class4.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1036_class4.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1036_class4.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1036_class4.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1036_class4.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1036_class4.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1036_class4.tif']"
1037_class4.npy,4,1037,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1037_class4.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1037_class4.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1037_class4.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1037_class4.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1037_class4.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1037_class4.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1037_class4.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1037_class4.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1037_class4.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1037_class4.tif']"
1038_class4.npy,4,1038,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1038_class4.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1038_class4.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1038_class4.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1038_class4.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1038_class4.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1038_class4.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1038_class4.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1038_class4.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1038_class4.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1038_class4.tif']"
1039_class4.npy,4,1039,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1039_class4.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1039_class4.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1039_class4.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1039_class4.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1039_class4.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1039_class4.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1039_class4.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1039_class4.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1039_class4.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1039_class4.tif']"
